,area_type,availability,location,size,total_sqft,bath,balcony,price
10550,Super built-up  Area,0,others,1,660.0,1.0,1.0,35.0
10551,Super built-up  Area,1,Ambedkar Nagar,3,1920.0,4.0,2.0,121.0
10552,Plot  Area,1,Jalahalli,2,1200.0,2.0,0.0,130.0
10554,Super built-up  Area,1,others,4,4550.0,2.0,1.0,240.0
10555,Super built-up  Area,0,Bhoganhalli,2,1205.0,2.0,1.0,68.32
10556,Super built-up  Area,1,Haralur Road,2,1200.0,2.0,2.0,46.0
10557,Super built-up  Area,1,Akshaya Nagar,3,1421.0,2.0,2.0,73.0
10558,Super built-up  Area,0,others,3,1250.0,3.0,3.0,48.9
10559,Super built-up  Area,0,Whitefield,1,524.0,1.0,1.0,29.0
10563,Super built-up  Area,0,Rachenahalli,2,985.0,2.0,1.0,50.17
10564,Built-up  Area,0,Whitefield,4,2830.0,4.0,3.0,161.0
10565,Super built-up  Area,1,others,2,1140.0,2.0,3.0,60.0
10566,Built-up  Area,1,others,5,3600.0,5.0,3.0,130.0
10568,Super built-up  Area,1,Raja Rajeshwari Nagar,3,1700.0,2.0,2.0,86.0
10569,Super built-up  Area,0,Devanahalli,2,1360.0,2.0,0.0,62.425
10570,Plot  Area,1,Electronic City,4,1800.0,3.0,2.0,700.0
10571,Super built-up  Area,0,others,2,1333.0,2.0,1.0,86.65
10572,Super built-up  Area,1,Electronic City,2,1258.0,2.0,1.0,85.5
10573,Super built-up  Area,1,others,3,1458.0,2.0,2.0,87.0
10574,Built-up  Area,1,Electronic City,2,1386.0,2.0,1.0,85.0
10575,Built-up  Area,0,Electronic City Phase II,2,1140.0,2.0,1.0,32.92
10576,Built-up  Area,1,Electronic City,1,550.0,1.0,1.0,27.0
10577,Super built-up  Area,1,Lakshminarayana Pura,2,1200.0,2.0,3.0,83.0
10578,Super built-up  Area,1,others,2,1081.0,2.0,1.0,39.0
10579,Super built-up  Area,1,Whitefield,4,2135.0,3.0,2.0,149.0
10580,Built-up  Area,0,Whitefield,4,2500.0,4.0,0.0,100.0
10581,Super built-up  Area,1,others,2,1178.0,2.0,1.0,80.0
10582,Super built-up  Area,1,others,2,991.0,2.0,2.0,40.0
10583,Super built-up  Area,1,Gottigere,3,1493.0,2.0,3.0,90.0
10584,Super built-up  Area,1,Subramanyapura,3,2495.0,3.0,3.0,130.0
10585,Super built-up  Area,1,Kammasandra,2,1080.0,2.0,1.0,31.99
10586,Super built-up  Area,1,others,2,814.0,2.0,1.0,53.0
10587,Super built-up  Area,1,Electronic City,2,1025.0,2.0,1.0,50.0
10589,Super built-up  Area,1,Whitefield,4,3075.0,2.0,3.0,188.0
10590,Plot  Area,1,others,7,1900.0,3.0,0.0,162.0
10591,Super built-up  Area,1,Whitefield,3,1760.0,3.0,2.0,160.0
10592,Super built-up  Area,1,others,7,4000.0,8.0,1.0,150.0
10594,Built-up  Area,1,others,4,2700.0,4.0,3.0,295.0
10595,Super built-up  Area,1,others,2,1175.0,2.0,2.0,52.86
10596,Super built-up  Area,0,Hebbal,4,4235.0,5.0,3.0,364.0
10597,Super built-up  Area,1,KR Puram,2,1100.0,2.0,2.0,45.0
10598,Plot  Area,1,others,8,1200.0,7.0,1.0,175.0
10599,Super built-up  Area,1,Banashankari,2,1450.0,2.0,2.0,50.75
10600,Super built-up  Area,1,others,3,1810.0,3.0,3.0,131.0
10601,Super built-up  Area,1,others,3,1426.0,2.0,3.0,71.0
10602,Built-up  Area,1,others,3,2400.0,2.0,3.0,195.0
10603,Built-up  Area,1,others,2,1100.0,2.0,1.0,70.0
10604,Super built-up  Area,1,Electronic City Phase II,1,650.0,1.0,1.0,35.0
10606,Super built-up  Area,0,others,2,900.0,2.0,1.0,27.0
10607,Super built-up  Area,1,others,2,1360.0,2.0,3.0,110.0
10608,Super built-up  Area,1,Yeshwanthpur,1,674.0,1.0,1.0,36.85
10609,Super built-up  Area,0,Whitefield,3,1655.0,3.0,2.0,110.0
10610,Plot  Area,1,others,2,1300.0,2.0,2.0,95.0
10611,Built-up  Area,0,others,1,936.0,1.0,0.0,53.0
10612,Super built-up  Area,1,others,2,1277.0,2.0,2.0,92.0
10613,Super built-up  Area,1,others,2,1200.0,2.0,1.0,54.0
10614,Super built-up  Area,1,Hormavu,2,1015.0,2.0,1.0,39.08
10615,Super built-up  Area,1,Budigere,2,1153.0,2.0,2.0,60.0
10616,Super built-up  Area,1,Kengeri,2,1035.0,2.0,1.0,51.5
10617,Built-up  Area,1,KR Puram,5,3300.0,3.0,1.0,255.0
10618,Super built-up  Area,1,Uttarahalli,2,1150.0,2.0,1.0,46.0
10619,Super built-up  Area,1,Malleshwaram,2,1020.0,2.0,1.0,80.0
10620,Super built-up  Area,0,Old Madras Road,4,3715.0,6.0,0.0,212.5
10621,Super built-up  Area,1,8th Phase JP Nagar,2,1160.0,2.0,1.0,95.0
10623,Built-up  Area,1,Brookefield,2,1225.0,2.0,2.0,72.0
10624,Plot  Area,1,others,4,5000.0,5.0,3.0,950.0
10625,Plot  Area,1,others,2,1600.0,2.0,1.0,160.0
10626,Plot  Area,1,Malleshwaram,2,600.0,1.0,0.0,90.0
10627,Built-up  Area,1,others,3,1350.0,3.0,2.0,60.0
10628,Super built-up  Area,0,Kanakpura Road,3,1300.0,3.0,1.0,69.0
10629,Super built-up  Area,0,Channasandra,2,830.0,2.0,1.0,36.28
10630,Super built-up  Area,1,Hennur Road,2,1155.0,2.0,1.0,69.18
10631,Super built-up  Area,1,others,4,3126.0,5.0,3.0,345.0
10632,Super built-up  Area,1,Jalahalli,2,905.0,2.0,2.0,55.0
10633,Super built-up  Area,1,Vijayanagar,3,1375.0,2.0,0.0,75.0
10635,Super built-up  Area,0,Electronic City,2,1140.0,2.0,2.0,33.84
10636,Super built-up  Area,1,Hormavu,3,1550.0,2.0,2.0,60.0
10637,Super built-up  Area,1,others,2,957.0,2.0,1.0,55.0
10638,Built-up  Area,1,9th Phase JP Nagar,2,890.0,2.0,2.0,45.0
10639,Super built-up  Area,1,KR Puram,4,3000.0,4.0,2.0,235.0
10641,Plot  Area,1,others,5,2400.0,5.0,1.0,150.0
10642,Plot  Area,1,others,4,2400.0,4.0,2.0,595.0
10643,Super built-up  Area,1,Rachenahalli,2,925.0,2.0,1.0,37.0
10644,Built-up  Area,1,Kammasandra,2,1415.0,2.0,2.0,60.0
10645,Plot  Area,1,others,1,500.0,2.0,0.0,80.0
10646,Super built-up  Area,1,Thanisandra,2,1225.0,2.0,1.0,37.0
10647,Built-up  Area,1,Hennur Road,4,2000.0,4.0,0.0,90.0
10648,Super built-up  Area,0,Whitefield,1,840.0,1.0,1.0,57.0
10650,Super built-up  Area,0,Thanisandra,3,1732.0,3.0,1.0,112.0
10651,Plot  Area,1,others,1,1200.0,1.0,0.0,45.0
10652,Super built-up  Area,1,Bhoganhalli,2,1260.0,2.0,1.0,69.9
10653,Super built-up  Area,1,others,2,1092.0,2.0,1.0,49.0
10654,Super built-up  Area,1,others,2,827.0,2.0,0.0,34.0
10656,Super built-up  Area,1,others,2,650.0,1.0,1.0,40.0
10657,Super built-up  Area,1,7th Phase JP Nagar,3,1370.0,2.0,1.0,54.79
10658,Super built-up  Area,1,Whitefield,3,1725.0,3.0,2.0,106.0
10659,Built-up  Area,1,Jalahalli,2,1000.0,2.0,0.0,70.0
10660,Plot  Area,1,TC Palaya,1,1350.0,1.0,0.0,55.0
10661,Plot  Area,1,7th Phase JP Nagar,4,3200.0,4.0,2.0,350.0
10662,Super built-up  Area,1,Bellandur,3,1717.0,3.0,2.0,110.0
10663,Super built-up  Area,0,Kanakpura Road,2,700.0,2.0,1.0,34.0
10664,Super built-up  Area,1,others,2,800.0,2.0,1.0,32.0
10665,Super built-up  Area,1,Rajaji Nagar,3,2367.0,4.0,3.0,340.0
10666,Super built-up  Area,1,others,3,1415.0,2.0,1.0,65.0
10667,Super built-up  Area,0,7th Phase JP Nagar,3,1976.0,3.0,1.0,145.0
10668,Super built-up  Area,1,others,2,883.0,2.0,1.0,37.01
10669,Super built-up  Area,1,Yelahanka,1,700.0,1.0,1.0,38.0
10670,Super built-up  Area,1,Sarjapur,3,1445.0,3.0,1.0,50.0
10671,Super built-up  Area,0,others,3,2082.0,3.0,2.0,104.0
10673,Super built-up  Area,1,Thanisandra,2,933.0,2.0,1.0,66.0
10674,Plot  Area,1,others,4,800.0,5.0,1.0,95.5
10675,Built-up  Area,1,Electronic City Phase II,2,1155.0,2.0,1.0,57.0
10677,Super built-up  Area,1,others,2,1200.0,2.0,2.0,73.2
10678,Super built-up  Area,1,others,2,1055.0,2.0,1.0,43.0
10679,Super built-up  Area,1,Rajaji Nagar,3,1555.0,3.0,2.0,125.0
10680,Super built-up  Area,1,Bellandur,3,1420.0,3.0,2.0,62.0
10681,Super built-up  Area,0,others,3,2214.0,3.0,2.0,350.0
10682,Super built-up  Area,0,Devanahalli,1,658.0,1.0,1.0,26.91
10683,Carpet  Area,0,Bhoganhalli,2,896.9,2.0,1.0,78.74
10684,Plot  Area,1,others,4,4000.0,3.0,2.0,750.0
10685,Built-up  Area,1,KR Puram,2,1035.0,2.0,2.0,40.0
10686,Plot  Area,1,Whitefield,4,2064.0,5.0,2.0,225.0
10687,Super built-up  Area,1,others,3,1839.0,3.0,3.0,160.0
10689,Built-up  Area,1,Yelahanka New Town,1,488.0,1.0,1.0,20.0
10690,Built-up  Area,1,others,3,1200.0,2.0,1.0,198.0
10692,Super built-up  Area,1,others,2,993.0,2.0,2.0,42.0
10693,Super built-up  Area,1,Hoodi,2,1225.0,2.0,1.0,45.0
10696,Built-up  Area,1,others,2,825.0,2.0,1.0,32.0
10697,Super built-up  Area,1,Bellandur,4,3596.0,4.0,2.0,359.0
10698,Plot  Area,1,others,6,1350.0,4.0,1.0,203.0
10699,Super built-up  Area,1,Electronic City Phase II,3,1800.0,3.0,3.0,92.0
10700,Super built-up  Area,1,others,2,925.0,2.0,1.0,100.0
10701,Super built-up  Area,0,Kanakpura Road,2,1167.0,2.0,1.0,63.0
10702,Super built-up  Area,1,Sarjapur,2,1150.0,2.0,1.0,41.0
10703,Super built-up  Area,0,others,1,650.0,1.0,1.0,50.0
10704,Built-up  Area,1,Sarjapur  Road,1,675.0,1.0,1.0,27.0
10705,Plot  Area,1,others,2,2260.0,3.0,1.0,90.0
10706,Super built-up  Area,0,others,1,720.0,1.0,0.0,32.39
10707,Plot  Area,1,Whitefield,3,4800.0,4.0,2.0,600.0
10708,Super built-up  Area,1,Yelahanka New Town,2,1100.0,2.0,1.0,58.0
10709,Super built-up  Area,1,others,2,550.0,1.0,1.0,20.0
10710,Super built-up  Area,1,Uttarahalli,3,1330.0,2.0,1.0,58.0
10712,Super built-up  Area,1,others,3,1685.0,4.0,2.0,185.0
10713,Super built-up  Area,1,others,6,2400.0,5.0,2.0,75.0
10714,Super built-up  Area,0,Banashankari,3,1770.0,3.0,3.0,108.0
10715,Super built-up  Area,1,others,3,2100.0,3.0,3.0,125.0
10716,Super built-up  Area,1,others,2,1000.0,2.0,3.0,42.0
10717,Plot  Area,1,others,4,600.0,5.0,1.0,105.0
10718,Plot  Area,1,Ramamurthy Nagar,4,2916.0,5.0,1.0,230.0
10719,Super built-up  Area,1,Kanakpura Road,3,1419.59,2.0,1.0,65.0
10721,Built-up  Area,1,Horamavu Agara,2,750.0,2.0,1.0,37.49
10722,Super built-up  Area,1,others,2,1070.0,2.0,1.0,87.0
10723,Super built-up  Area,0,others,3,1536.0,3.0,1.0,107.0
10724,Built-up  Area,1,Koramangala,3,1710.0,3.0,2.0,210.0
10725,Carpet  Area,1,JP Nagar,3,2400.0,3.0,3.0,196.0
10727,Super built-up  Area,0,Electronic City,2,1342.0,2.0,1.0,72.0
10728,Super built-up  Area,1,others,3,1600.0,3.0,2.0,130.0
10729,Super built-up  Area,0,Kanakapura,1,938.0,1.0,1.0,50.0
10730,Super built-up  Area,1,Budigere,3,1820.0,3.0,2.0,99.0
10731,Super built-up  Area,1,Bhoganhalli,4,2439.0,4.0,3.0,170.0
10732,Super built-up  Area,1,Kanakpura Road,3,1665.0,3.0,2.0,78.0
10733,Super built-up  Area,1,Basavangudi,3,1850.0,3.0,2.0,150.0
10734,Built-up  Area,1,Bommanahalli,2,1091.0,2.0,1.0,40.0
10735,Super built-up  Area,0,Sarjapur  Road,2,1346.0,2.0,1.0,74.03
10736,Super built-up  Area,1,Rajaji Nagar,3,1720.0,3.0,2.0,224.0
10737,Built-up  Area,1,Brookefield,4,3675.0,4.0,3.0,176.0
10738,Super built-up  Area,0,JP Nagar,2,1060.0,2.0,2.0,33.95
10739,Built-up  Area,0,Whitefield,2,1059.0,2.0,1.0,57.0
10740,Super built-up  Area,1,Hebbal,2,1299.0,2.0,1.0,97.0
10741,Super built-up  Area,1,Yelahanka,3,1491.0,3.0,2.0,85.0
10742,Built-up  Area,1,others,2,1200.0,2.0,2.0,85.0
10743,Built-up  Area,1,Yelahanka,4,2088.0,5.0,0.0,110.0
10744,Super built-up  Area,1,Hulimavu,1,581.0,1.0,1.0,29.0
10745,Super built-up  Area,1,others,2,1296.0,2.0,2.0,70.0
10746,Super built-up  Area,1,others,2,1125.0,2.0,1.0,55.0
10747,Built-up  Area,1,Electronic City,3,1275.0,3.0,1.0,70.0
10748,Super built-up  Area,1,Kothanur,2,1095.0,2.0,2.0,55.0
10749,Plot  Area,1,Sarjapur  Road,5,10000.0,4.0,2.0,975.0
10750,Super built-up  Area,1,Old Madras Road,2,1330.0,2.0,2.0,74.0
10751,Super built-up  Area,1,Marathahalli,2,1135.0,2.0,2.0,60.0
10752,Super built-up  Area,1,Whitefield,1,516.0,1.0,1.0,39.0
10753,Super built-up  Area,1,others,2,1194.0,2.0,1.0,51.0
10755,Super built-up  Area,1,Electronic City,2,770.0,1.0,1.0,38.0
10756,Super built-up  Area,1,Sarjapur  Road,4,3930.0,5.0,2.0,330.0
10757,Super built-up  Area,0,Chikkalasandra,3,1355.0,3.0,2.0,54.2
10758,Built-up  Area,1,others,8,3000.0,8.0,0.0,150.0
10759,Built-up  Area,1,Harlur,4,2569.0,4.0,1.0,175.0
10760,Built-up  Area,1,Hebbal,4,3758.0,4.0,2.0,450.0
10762,Super built-up  Area,1,Bhoganhalli,3,1707.0,3.0,2.0,115.0
10763,Plot  Area,0,others,5,1200.0,5.0,1.0,225.0
10764,Super built-up  Area,1,others,2,1070.0,2.0,2.0,49.0
10766,Super built-up  Area,0,Tumkur Road,3,1240.0,2.0,1.0,83.0
10767,Super built-up  Area,0,JP Nagar,2,1300.0,2.0,1.0,91.65
10768,Super built-up  Area,1,Ambalipura,2,1700.0,2.0,2.0,76.0
10769,Super built-up  Area,1,Yeshwanthpur,3,1383.0,2.0,2.0,76.18
10770,Built-up  Area,1,others,5,3000.0,4.0,3.0,170.0
10772,Super built-up  Area,1,Hulimavu,2,935.0,2.0,3.0,45.0
10773,Super built-up  Area,1,Thigalarapalya,3,2072.0,4.0,2.0,151.0
10774,Built-up  Area,1,others,4,2200.0,3.0,1.0,225.0
10776,Super built-up  Area,1,KR Puram,2,1116.0,2.0,1.0,45.0
10777,Super built-up  Area,0,Whitefield,3,1639.0,3.0,2.0,107.0
10778,Super built-up  Area,1,Marathahalli,3,1839.0,3.0,2.0,130.0
10779,Super built-up  Area,1,others,2,1300.0,2.0,2.0,63.0
10780,Super built-up  Area,1,Horamavu Agara,1,625.0,1.0,1.0,27.0
10781,Super built-up  Area,0,Thanisandra,1,933.0,1.0,1.0,61.0
10782,Super built-up  Area,1,Hosur Road,3,2289.0,3.0,3.0,180.0
10783,Built-up  Area,1,Ramamurthy Nagar,3,2316.0,3.0,0.0,125.0
10784,Super built-up  Area,0,Electronic City,2,1005.0,2.0,1.0,39.77
10785,Built-up  Area,1,Horamavu Agara,2,1080.0,2.0,1.0,38.0
10786,Plot  Area,1,others,7,1200.0,5.0,3.0,185.0
10787,Super built-up  Area,1,others,2,910.0,2.0,3.0,36.0
10788,Plot  Area,1,Hormavu,2,1200.0,2.0,0.0,73.0
10789,Super built-up  Area,1,Electronic City,2,1110.0,2.0,1.0,39.9
10790,Super built-up  Area,1,Kothanur,2,1142.0,2.0,2.0,56.0
10791,Carpet  Area,1,others,5,4000.0,4.0,3.0,240.0
10792,Plot  Area,0,Hormavu,3,1800.0,3.0,1.0,204.0
10793,Super built-up  Area,1,others,2,1005.0,2.0,1.0,55.0
10794,Built-up  Area,0,others,3,1626.6,3.0,1.0,133.0
10795,Super built-up  Area,1,Kothanur,2,1074.0,2.0,2.0,54.0
10796,Carpet  Area,1,Basavangudi,2,1230.0,2.0,0.0,80.0
10797,Super built-up  Area,1,Electronic City,2,660.0,1.0,1.0,23.0
10798,Built-up  Area,1,others,2,1007.0,2.0,2.0,48.0
10799,Plot  Area,1,others,4,1050.0,6.0,1.0,74.0
10800,Built-up  Area,0,Whitefield,3,1820.0,3.0,2.0,113.0
10802,Plot  Area,1,others,2,1348.0,2.0,0.0,100.0
10803,Super built-up  Area,1,Kasavanhalli,2,1230.0,2.0,2.0,66.25
10804,Super built-up  Area,0,Horamavu Agara,3,1176.0,2.0,1.0,37.62
10806,Built-up  Area,1,Frazer Town,2,1200.0,2.0,1.0,78.0
10807,Built-up  Area,0,others,2,1298.0,2.0,1.0,65.0
10809,Plot  Area,1,others,4,1350.0,4.0,0.0,175.0
10810,Plot  Area,1,others,5,1200.0,5.0,2.0,138.0
10811,Super built-up  Area,1,Kothanur,2,1285.0,2.0,1.0,60.0
10812,Super built-up  Area,0,Electronic City,3,1644.0,3.0,2.0,92.59
10813,Super built-up  Area,1,Kasavanhalli,3,1819.0,3.0,1.0,150.0
10814,Super built-up  Area,1,others,2,1205.0,2.0,1.0,85.0
10817,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1270.0,2.0,2.0,62.0
10818,Super built-up  Area,0,9th Phase JP Nagar,3,1240.0,2.0,2.0,39.89
10819,Super built-up  Area,1,Jigani,3,1221.0,3.0,3.0,70.0
10820,Built-up  Area,1,others,3,840.0,2.0,2.0,35.0
10821,Super built-up  Area,1,Kanakpura Road,2,1339.0,2.0,2.0,63.0
10823,Super built-up  Area,1,Haralur Road,2,1315.0,2.0,1.0,85.0
10824,Super built-up  Area,1,Raja Rajeshwari Nagar,2,1250.0,2.0,2.0,68.0
10825,Super built-up  Area,1,Bisuvanahalli,2,850.0,2.0,1.0,27.0
10826,Super built-up  Area,1,7th Phase JP Nagar,3,1600.0,2.0,2.0,110.0
10827,Built-up  Area,1,Electronic City,2,1250.0,2.0,1.0,62.0
10828,Super built-up  Area,1,others,3,1312.0,2.0,1.0,56.5
10829,Super built-up  Area,1,Kadugodi,4,3000.0,4.0,0.0,134.0
10830,Built-up  Area,1,Electronic City Phase II,2,1300.0,2.0,2.0,28.0
10831,Built-up  Area,1,Whitefield,3,1990.0,3.0,3.0,98.0
10832,Super built-up  Area,1,others,2,760.0,2.0,2.0,38.5
10833,Plot  Area,1,Ambedkar Nagar,4,5000.0,4.0,2.0,536.0
10834,Super built-up  Area,1,Kadugodi,3,1614.0,2.0,2.0,59.0
10835,Plot  Area,1,others,4,1500.0,3.0,2.0,162.0
10836,Super built-up  Area,1,others,3,1182.0,2.0,1.0,60.1
10837,Super built-up  Area,1,others,2,1053.0,2.0,1.0,46.29
10838,Built-up  Area,1,others,1,750.0,1.0,1.0,105.0
10839,Super built-up  Area,1,Gubbalala,3,2000.0,3.0,3.0,125.0
10840,Built-up  Area,0,Electronic City Phase II,3,1940.0,4.0,3.0,116.0
10841,Super built-up  Area,0,Hennur Road,3,1590.0,3.0,2.0,105.0
10842,Super built-up  Area,0,others,2,1035.0,2.0,2.0,52.79
10843,Super built-up  Area,1,Kothanur,2,1075.0,2.0,2.0,53.0
10845,Super built-up  Area,1,Raja Rajeshwari Nagar,3,1260.0,2.0,1.0,62.0
10846,Plot  Area,1,others,6,1200.0,5.0,0.0,260.0
10847,Super built-up  Area,1,Thanisandra,3,1702.0,3.0,2.0,107.0
10848,Super built-up  Area,1,Bisuvanahalli,3,1080.0,2.0,2.0,65.0
10849,Built-up  Area,1,Kasavanhalli,2,1189.0,2.0,1.0,45.0
10850,Super built-up  Area,1,Tumkur Road,2,1035.0,2.0,1.0,39.0
10851,Super built-up  Area,0,Hennur Road,2,1200.0,2.0,1.0,36.0
10852,Plot  Area,1,others,8,4482.0,6.0,2.0,852.0
10853,Plot  Area,1,others,3,1200.0,3.0,0.0,200.0
10854,Super built-up  Area,0,Kanakpura Road,3,1300.0,3.0,1.0,69.0
10855,Super built-up  Area,0,Yelahanka,2,1330.0,2.0,1.0,93.65
10856,Super built-up  Area,1,others,3,1210.0,2.0,1.0,65.0
10857,Built-up  Area,1,Chikkalasandra,3,1350.0,2.0,2.0,54.2
10858,Super built-up  Area,1,others,3,1900.0,2.0,2.0,65.0
10859,Super built-up  Area,1,Ambedkar Nagar,3,1935.0,4.0,2.0,125.0
10860,Super built-up  Area,1,others,3,1410.0,3.0,3.0,90.0
10861,Super built-up  Area,1,others,2,1469.0,2.0,2.0,99.14
10862,Super built-up  Area,1,Varthur,2,986.0,2.0,1.0,30.0
10863,Super built-up  Area,1,others,3,1460.0,2.0,2.0,87.0
10865,Super built-up  Area,1,Chandapura,3,1345.0,2.0,2.0,39.5
10866,Super built-up  Area,1,Panathur,2,980.0,2.0,1.0,57.0
10867,Built-up  Area,1,Kudlu Gate,2,1164.0,2.0,2.0,75.0
10868,Super built-up  Area,1,Subramanyapura,2,929.0,1.0,2.0,51.0
10869,Built-up  Area,1,Kundalahalli,2,1065.0,2.0,1.0,70.0
10870,Super built-up  Area,0,Budigere,2,1172.0,2.0,0.0,56.725
10871,Super built-up  Area,1,others,3,3000.0,3.0,1.0,265.0
10872,Super built-up  Area,0,Electronic City,2,1020.0,2.0,1.0,30.27
10873,Super built-up  Area,1,others,3,1362.0,3.0,1.0,62.63
10874,Super built-up  Area,1,Yeshwanthpur,1,672.0,1.0,1.0,36.85
10875,Super built-up  Area,1,Brookefield,3,1746.0,3.0,3.0,115.0
10877,Super built-up  Area,1,Harlur,2,1532.0,2.0,1.0,65.0
10878,Super built-up  Area,1,others,3,1200.0,2.0,2.0,120.0
10879,Super built-up  Area,1,others,2,1250.0,2.0,2.0,65.0
10880,Super built-up  Area,1,Thanisandra,2,1188.0,2.0,1.0,39.0
10881,Built-up  Area,0,Whitefield,4,3565.0,4.0,0.0,218.0
10882,Super built-up  Area,0,Marathahalli,2,1170.0,2.0,2.0,85.0
10883,Super built-up  Area,1,others,3,1800.0,3.0,2.0,150.0
10884,Plot  Area,1,others,2,1000.0,2.0,1.0,35.0
10885,Plot  Area,1,others,3,2600.0,3.0,1.0,375.0
10887,Super built-up  Area,1,others,4,2507.0,4.0,2.0,155.0
10888,Super built-up  Area,1,others,2,1061.0,2.0,1.0,34.0
10889,Super built-up  Area,1,KR Puram,2,1290.0,2.0,2.0,69.0
10890,Super built-up  Area,1,Sarjapur,2,1200.0,2.0,1.0,42.6
10891,Super built-up  Area,0,others,2,1120.0,2.0,2.0,39.29
10892,Super built-up  Area,1,Electronic City,1,418.0,1.0,1.0,12.0
10893,Super built-up  Area,1,Sarjapur,3,1333.0,3.0,1.0,50.0
10895,Super built-up  Area,0,Thanisandra,1,747.0,1.0,0.0,34.355
10896,Super built-up  Area,1,Koramangala,3,1700.0,3.0,3.0,250.0
10897,Super built-up  Area,0,Thanisandra,3,2030.0,4.0,1.0,125.0
10898,Super built-up  Area,0,Balagere,2,1012.0,2.0,1.0,70.0
10899,Carpet  Area,1,Kudlu,3,1245.0,2.0,1.0,60.0
10900,Super built-up  Area,1,7th Phase JP Nagar,3,1765.0,3.0,2.0,118.0
10901,Super built-up  Area,1,Gottigere,2,1110.0,2.0,2.0,36.25
10902,Built-up  Area,1,others,2,967.0,2.0,1.0,47.8
10903,Super built-up  Area,1,Sarjapur,2,1044.0,2.0,2.0,36.0
10904,Super built-up  Area,1,Brookefield,3,1518.0,3.0,3.0,80.0
10905,Super built-up  Area,1,KR Puram,3,1300.0,2.0,2.0,57.0
10906,Super built-up  Area,1,others,3,1798.0,3.0,3.0,73.0
10907,Carpet  Area,1,KR Puram,2,866.28,2.0,0.0,36.38
10908,Super built-up  Area,0,Whitefield,4,3410.0,5.0,3.0,253.0
10909,Super built-up  Area,1,others,2,1179.0,2.0,2.0,56.0
10912,Super built-up  Area,1,others,3,2098.0,3.0,1.0,210.0
10913,Super built-up  Area,1,others,3,2400.0,3.0,1.0,270.0
10914,Built-up  Area,1,Haralur Road,3,1976.0,3.0,2.0,92.0
10915,Built-up  Area,1,5th Phase JP Nagar,2,1190.0,2.0,2.0,61.8
10916,Super built-up  Area,1,others,3,1800.0,3.0,3.0,192.0
10917,Super built-up  Area,0,Jakkur,3,1761.0,3.0,1.0,84.52
10918,Super built-up  Area,1,others,3,1700.0,3.0,3.0,120.0
10919,Built-up  Area,1,Ramamurthy Nagar,4,900.0,4.0,1.0,70.0
10920,Super built-up  Area,0,Electronic City,2,1128.0,2.0,1.0,64.8
10922,Built-up  Area,0,Electronic City,3,1220.0,2.0,1.0,35.25
10923,Super built-up  Area,0,others,1,509.0,1.0,1.0,20.0
10924,Super built-up  Area,1,Ambedkar Nagar,3,1852.0,4.0,2.0,122.0
10925,Super built-up  Area,0,Varthur,2,1045.0,2.0,1.0,40.65
10926,Super built-up  Area,1,others,4,3535.0,4.0,2.0,215.0
10928,Super built-up  Area,1,others,4,1800.0,3.0,2.0,82.0
10929,Super built-up  Area,1,Hebbal Kempapura,3,1436.0,2.0,2.0,75.0
10931,Super built-up  Area,1,Kothanur,2,1140.0,2.0,2.0,56.0
10932,Super built-up  Area,0,Balagere,1,645.0,1.0,1.0,55.0
10934,Plot  Area,0,Nagarbhavi,3,1200.0,3.0,2.0,225.0
10935,Carpet  Area,1,others,3,2050.0,3.0,2.0,135.0
10936,Super built-up  Area,1,Sarjapur  Road,2,1335.0,2.0,1.0,95.0
10937,Plot  Area,1,others,2,2100.0,1.0,1.0,200.0
10939,Super built-up  Area,1,Thanisandra,2,1140.0,2.0,1.0,59.0
10940,Super built-up  Area,1,Hosakerehalli,3,2376.0,3.0,1.0,240.0
10941,Super built-up  Area,0,Thanisandra,1,663.0,1.0,1.0,46.0
10942,Super built-up  Area,1,others,2,1276.0,2.0,0.0,146.0
10943,Super built-up  Area,1,Kanakpura Road,3,1450.0,3.0,3.0,60.9
10944,Super built-up  Area,1,Kodichikkanahalli,3,1400.0,3.0,3.0,66.0
10945,Super built-up  Area,0,others,2,1339.0,2.0,1.0,53.56
10946,Built-up  Area,0,Electronic City,3,1220.0,2.0,1.0,35.23
10947,Built-up  Area,1,Malleshwaram,3,2200.0,3.0,2.0,275.0
10948,Built-up  Area,1,others,2,1305.0,2.0,2.0,52.0
10949,Built-up  Area,1,Green Glen Layout,3,1740.0,3.0,3.0,80.0
10950,Super built-up  Area,1,Anekal,2,680.0,1.0,1.0,21.0
10951,Super built-up  Area,1,Bannerghatta Road,2,1154.0,2.0,2.0,47.0
10952,Built-up  Area,1,others,2,1200.0,2.0,2.0,40.0
10953,Super built-up  Area,1,Hennur,2,1155.0,2.0,2.0,54.5
10954,Super built-up  Area,1,Sarjapur  Road,3,1525.0,2.0,3.0,63.0
10955,Built-up  Area,1,others,1,600.0,1.0,1.0,125.0
10956,Super built-up  Area,0,Hebbal,4,2470.0,5.0,2.0,192.0
10957,Super built-up  Area,1,Padmanabhanagar,2,1100.0,2.0,1.0,60.0
10958,Super built-up  Area,1,Hormavu,2,1250.0,2.0,2.0,65.0
10959,Super built-up  Area,1,Kothanur,2,1400.0,2.0,1.0,70.0
10960,Super built-up  Area,1,others,3,1600.0,3.0,2.0,100.0
10961,Built-up  Area,1,Electronic City,2,1060.0,2.0,1.0,55.0
